模型名稱,預測月份,預測值,誤差值,MAE
arima-mix-xgboost,2024-07,20.814785610750818,3.5747856107508156,4.8421198779369234
arima-mix-xgboost,2024-08,27.20763150961747,1.532368490382531,4.8421198779369234
arima-mix-xgboost,2024-09,25.266354214266443,25.266354214266443,4.8421198779369234
