模型名稱,預測月份,預測值,誤差值,MAE
xgboost,2024-07,23.90146255493164,6.661462554931639,6.700748596021107
xgboost,2024-08,25.3973445892334,3.3426554107666036,6.700748596021107
xgboost,2024-09,29.484487533569336,29.484487533569336,6.700748596021107
