模型名稱,預測月份,預測值,誤差值,MAE
sarima,2024-07,30.336967646622767,13.096967646622765,4.878545015083481
sarima,2024-08,30.914593509038095,2.1745935090380932,4.878545015083481
sarima,2024-09,31.126019248565,31.126019248565,4.878545015083481
